cheese,milk,country,type,texture,rind,color,flavor,aroma,vegetarian,vegan
847,13,74,14,72,2,15,422,14,1,0
894,18,77,39,259,7,4,149,147,0,0
659,14,35,14,279,5,15,359,89,0,0
894,18,77,39,259,7,4,149,12,0,0
659,14,35,14,279,5,15,28,89,0,0
659,14,35,14,279,5,15,306,89,0,0
894,18,77,39,259,7,4,149,211,0,0
847,13,74,14,160,7,15,422,14,1,0
659,14,35,14,279,5,15,449,89,0,0
1084,4,31,39,160,6,16,328,56,1,0
659,14,35,14,279,5,15,278,89,0,0
1084,4,31,39,160,6,16,328,145,1,0
1084,4,31,39,160,6,16,328,36,1,0
847,13,74,14,132,10,15,422,14,1,0
847,13,74,14,269,7,15,422,14,1,0
659,14,35,14,279,5,15,549,89,0,0
931,4,35,47,160,10,15,469,60,0,0
659,14,35,14,279,5,15,418,89,0,0
659,14,35,14,279,5,15,555,89,0,0
931,4,35,47,160,10,14,469,60,0,0
1084,4,31,39,160,6,16,328,65,1,0
931,4,35,47,160,10,8,469,60,0,0
659,14,35,14,279,5,15,103,89,0,0
894,18,77,39,259,7,4,149,181,0,0
847,13,74,14,175,7,15,422,14,1,0
931,4,35,47,160,10,11,469,60,1,0
894,18,77,39,259,7,4,149,23,0,0
894,18,77,39,259,7,4,149,87,0,0
894,18,77,39,259,7,4,149,38,0,0
894,18,77,39,259,7,4,149,118,0,0
847,13,74,14,165,11,15,422,14,1,0
659,14,35,14,279,5,15,474,89,0,0
894,18,77,39,259,7,4,149,33,0,0
659,14,35,14,279,5,15,442,89,0,0
659,14,35,14,279,5,15,424,89,0,0
